KD_OBAT,NAMA,Category,Subcategory,BrandGroup,Manufacturer
R-3563,Cat Gut PLain 4-0 BBraun,General Medicine,Other,Cat,P-000
R-3564,Catgut chromic 0 cat. 335 N,General Medicine,Other,Catgut,P-000
R-3565,Cat Gut Chromic 1,General Medicine,Other,Cat,P-000
R-3566,Catgut Chromic 1 cat. 340,General Medicine,Other,Catgut,P-000
R-3567,Catgut Chromic 2-0 HR 26,General Medicine,Other,Catgut,P-000
R-3568,Catgut Chromic 3-0 HR26,General Medicine,Other,Catgut,P-000
R-3569,,General Medicine,Other,Unknown,P-000
R-3570,Catgut Plain 2-0 DS 19,General Medicine,Sachet,Catgut,P-000
R-3571,Catgut Plain 3-0 cat. 209,General Medicine,Other,Catgut,P-000
R-3572,Cathejell 12,General Medicine,Other,Cathejell,P-000
R-3573,Catheter Mount AL-13300,Medical Supplies & Devices,Medical Supply,Catheter,P-000
R-3574,Cavafix Certo C 358 8cm G14 45cm,Medical Supplies & Devices,Medical Supply,Cavafix,P-000
R-3575,Cavafix Certo C.338 G16,Medical Supplies & Devices,Medical Supply,Cavafix,P-000
R-3576,Cavafix G16 C 275 Bbraun,Medical Supplies & Devices,Medical Supply,Cavafix,P-000
R-3577,Caviton GC White 30gr,General Medicine,Other,Caviton,P-000
R-3578,Caviton Pink White,General Medicine,Other,Caviton,P-000
R-3579,Cell Clean,General Medicine,Other,Cell,P-000
R-3580,Cell Pack ,General Medicine,Other,Cell,P-000
R-3581,Cellulose Strips (Celluloid) 100 pcs,Medical Supplies & Devices,Medical Supply,Cellulose,P-000
R-3582,Cerplast 45 x 200 @ 5,General Medicine,Other,Cerplast,P-000
R-3583,Cerplast Digitip 5 pcs,Medical Supplies & Devices,Medical Supply,Cerplast,P-000
R-3584,Certofix Duo V720 (Double Lumen),Medical Supplies & Devices,Medical Supply,Certofix,P-000
R-3585,Certofix Trio V720 Bbraun,Medical Supplies & Devices,Medical Supply,Certofix,P-000
R-3586,Cervical collar,General Medicine,Other,Cervical,P-000
R-3587,CHKM,General Medicine,Other,Chkm,P-000
R-3588,Chlorethyl Dr. Henning,General Medicine,Other,Chlorethyl,P-000
R-3589,chlorethyl Walter Ritter,General Medicine,Other,Chlorethyl,P-000
R-3590,Cholesterol D 95116,General Medicine,Other,Cholesterol,P-000
R-3591,Chromic 0 4metric 75m Bbraun,General Medicine,Other,Chromic,P-000
R-3592,Chromic 0 BBraun,General Medicine,Other,Chromic,P-000
R-3593,Chromic 0 Resorba,General Medicine,Other,Chromic,P-000
R-3594,Chromic 0 VC 154060 Vigiroll,General Medicine,Other,Chromic,P-000
R-3595,Chromic 1 BBraun,General Medicine,Other,Chromic,P-000
R-3596,Chromic 1 Resorba,General Medicine,Other,Chromic,P-000
R-3597,Chromic 1 Surgiroll,General Medicine,Other,Chromic,P-000
R-3598,Chromic 2-0 3,General Medicine,Other,Chromic,P-000
R-3599,Chromic 2-0 3,General Medicine,Other,Chromic,P-000
R-3600,Chromic 2-0 cat. 2465,General Medicine,Other,Chromic,P-000
R-3601,Assucryl Chromic 2-0 cat. 334,General Medicine,Other,Assucryl,P-000
R-3602,Chromic 4-0 cat. 304,General Medicine,Other,Chromic,P-000
R-3603,Chromic 4-0 UG 203,General Medicine,Sachet,Chromic,P-000
R-3604,Cidex OPA,General Medicine,Other,Cidex,P-000
R-3605,Cidezyme 5 liter,General Medicine,Other,Cidezyme,P-000
R-3606,Citodur,General Medicine,Other,Citodur,P-000
R-3607,CK-MB Dialab 5 x 25 ml,General Medicine,Other,Ck,P-000
R-3608,CK-MB FS Dsi 11651/@ 100 test,Medical Supplies & Devices,Other,Ck,P-000
R-3609,CK-MB RNI,General Medicine,Other,Ck,P-000
R-3610,CK-NAC Dialab 5 x 50 ml,General Medicine,Other,Ck,P-000
R-3611,CK-NAC FS Dsi 11601/@ 100 test,Medical Supplies & Devices,Other,Ck,P-000
R-3612,Clavicle Brace 4075 OPPO,General Medicine,Other,Clavicle,P-000
R-3613,COC ACON/@ 40 test,Medical Supplies & Devices,Other,Coc,P-000
R-3614,COC Card Intec,Medical Supplies & Devices,Medical Supply,Coc,P-000
R-3615,Collon Set ESKAY,Injectables & Hospital Care,Vial/Injection,Collon,P-000
R-3616,colostomy Bag f3,Medical Supplies & Devices,Medical Supply,Colostomy,P-000
R-3617,colostomy Bag f4,Medical Supplies & Devices,Medical Supply,Colostomy,P-000
R-3618,Colostomy Bag F5 Dansac,Medical Supplies & Devices,Medical Supply,Colostomy,P-000
R-3619,Composite Solare A2 Kuning ,Medical Supplies & Devices,Medical Supply,Composite,P-000
R-3620,Composite Solare A3 biru,Medical Supplies & Devices,Medical Supply,Composite,P-000
R-3621,Composite Solare A3 kuning,Medical Supplies & Devices,Medical Supply,Composite,P-000
R-3622,Composite Solare A3,Medical Supplies & Devices,Medical Supply,Composite,P-000
R-3623,Condom Cath (L),Medical Supplies & Devices,Medical Supply,Condom,P-000
R-3624,Condom Cath (M),Medical Supplies & Devices,Medical Supply,Condom,P-000
R-3625,Condom Cath (S),Medical Supplies & Devices,Medical Supply,Condom,P-000
R-3626,Cotton Tipped Aplication Surgilab,Medical Supplies & Devices,Medical Supply,Cotton,P-000
R-3627,Creatinine Dialab,General Medicine,Other,Creatinine,P-000
R-3628,Cresophen Septodont,General Medicine,Other,Cresophen,P-000
R-3629,CRP Dialab/@ 100 test,Medical Supplies & Devices,Other,Crp,P-000
R-3630,Curapor Transparant No. 25,Medical Supplies & Devices,Medical Supply,Curapor,P-000
R-3631,Curaspon Dental 10x10x10mm,Medical Supplies & Devices,Medical Supply,Curaspon,P-000
R-3632,Curettes and Spoon belleau 16,Medical Supplies & Devices,Medical Supply,Curettes,P-000
R-3633,Cut Gut Chromic 0 Bbraun,General Medicine,Other,Cut,P-000
R-3634,Cut Gut Chromic 2-0 Bbraund,General Medicine,Other,Cut,P-000
R-3635,Cut Gut chromic 2-0,General Medicine,Other,Cut,P-000
R-3636,Assucryl Chromic 3-0 Cat. 311,General Medicine,Other,Assucryl,P-000
R-3637,Cut Gut Plain 2-0 VP 144057,General Medicine,Other,Cut,P-000
R-3638,Cut Gut Plain 4-0 cat. 203,General Medicine,Sachet,Cut,P-000
R-3639,Catgut Plain 4-0 RB 203,General Medicine,Sachet,Catgut,P-000
R-3640,Cutanplast (OK),Medical Supplies & Devices,Medical Supply,Cutanplast,P-000
R-3641,Cutanplast 70x50x10 mm (Gelitaspon),Medical Supplies & Devices,Medical Supply,Cutanplast,P-000
R-3642,Cutisorb Handrub 5 liter,General Medicine,Other,Cutisorb,P-000
R-3643,CVP Manometer (Medifix),Medical Supplies & Devices,Medical Supply,Cvp,P-000
R-3644,Cyto Brush,Medical Supplies & Devices,Medical Supply,Cyto,P-000
R-3645,Daily Cleaning Ilyte (x),General Medicine,Other,Daily,P-000
R-3646,Deck Glass 18 x 18mm,General Medicine,Other,Deck,P-000
R-3647,Deck Glass 20 x 20mm,General Medicine,Other,Deck,P-000
R-3648,Deck Glass 22 x 22mm,General Medicine,Other,Deck,P-000
R-3649,Delta Dry 4 Inchi,Medical Supplies & Devices,Medical Supply,Delta,P-000
R-3650,Delta Lite 3 Inchi,General Medicine,Other,Delta,P-000
R-3651,Delta Lite 4 Inchi BSN,General Medicine,Other,Delta,P-000
R-3652,Dempul Hematokrit Marienfeld,Medical Supplies & Devices,Medical Supply,Dempul,P-000
R-3653,Dengue Antigen Cassete FDI (NS1-Indofarma)/25 test,Medical Supplies & Devices,Other,Dengue,P-000
R-3654,Dengue IgG/IgM Device/@ 25 test,Medical Supplies & Devices,Medical Supply,Dengue,P-000
R-3655,Dengue SD,General Medicine,Other,Dengue,P-000
R-3656,Dengue SD Bioline (NS1-AAM),General Medicine,Other,Dengue,P-000
R-3657,Dental Film Hanshin,Medical Supplies & Devices,Medical Supply,Dental,P-000
R-3658,Dentorit,General Medicine,Other,Dentorit,P-000
R-3659,Developer Cair Konica,General Medicine,Other,Developer,P-000
R-3660,Develover AGFA  cair,General Medicine,Other,Develover,P-000
R-3661,Develover Cair Fuji,General Medicine,Other,Develover,P-000
R-3662,Diacal Auto 1 x 3ml,Injectables & Hospital Care,Vial/Injection,Diacal,P-000
R-3663,Diacon N 1 x 5ml,Injectables & Hospital Care,Vial/Injection,Diacon,P-000
R-3664,Diacon P 1 x 5ml,Injectables & Hospital Care,Vial/Injection,Diacon,P-000
R-3665,Dialyzer Fresenius F6 HPS,Medical Supplies & Devices,Medical Supply,Dialyzer,P-000
R-3666,Dialyzer Fresenius F7 HPS,Medical Supplies & Devices,Medical Supply,Dialyzer,P-000
R-3667,Dialyzer Fresenius F8 HPS,Medical Supplies & Devices,Medical Supply,Dialyzer,P-000
R-3668,Diluent Orphee 10 ltr,General Medicine,Other,Diluent,P-000
R-3669,Discofix 3way stop cock Bbraun,Medical Supplies & Devices,Medical Supply,Discofix,P-000
R-3670,D-Tek 3-0 PGA 23024 F4,General Medicine,Other,D,P-000
R-3671,D-Tek 3-0 Silk SK 23026 F4,General Medicine,Other,D,P-000
R-3672,D-Tek Chromic 2-0 CC22038B0,General Medicine,Other,D,P-000
R-3673,"Dynacast Extra 71362 10 cm 4"",",General Medicine,Other,Dynacast,138000
R-3674,EEG Recording Ink,General Medicine,Other,Eeg,P-000
R-3675,Eight Check/@ 3 Vial,Injectables & Hospital Care,Vial/Injection,Eight,P-000
R-3676,EKG Electrode Conmed,Medical Supplies & Devices,Medical Supply,Ekg,P-000
R-3677,EKG Electrode Lead Lok Medico @ 50 pcs,Medical Supplies & Devices,Medical Supply,Ekg,P-000
R-3678,EKG Jelly Fukuda,General Medicine,Other,Ekg,P-000
R-3679,EKG Paper Fukuda 50x30,General Medicine,Other,Ekg,P-000
R-3680,EKG Paper Fukuda 63x30,General Medicine,Other,Ekg,P-000
R-3681,EKG set (Balon + Besi ),General Medicine,Other,Ekg,P-000
R-3682,Elastomul 10cmx4m,General Medicine,Other,Elastomul,P-000
R-3683,Elastomul 8cmx4m,General Medicine,Other,Elastomul,P-000
R-3684,Elastomul Haft 12 cm x 4 m,General Medicine,Other,Elastomul,P-000
R-3685,Elefix cream,Dermatology & Topical,Cream/Topical,Elefix,P-000
R-3686,Electrosurgical Grounding Plates,General Medicine,Other,Electrosurgical,P-000
R-3687,Elitecement Powder,General Medicine,Other,Elitecement,P-000
R-3688,Endomethason Septodont,General Medicine,Other,Endomethason,P-000
R-3689,Endotracheal (ETT)No. 7 Non kingking,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3690,Endotracheal (ETT) No. 5.5 Remedy,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3691,Endotracheal (ETT) No. 7 Bicakilar,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3692,Endotracheal (ETT) No. 8 kendal,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3693,Endotracheal (ETT) No. 8 Remedi,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3694,Endotracheal (ETT) No. 4 Remedi,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3695,Endotracheal (ETT) No. 4.5 Remedi,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3696,Endotracheal (ETT) No. 5 remedi,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3697,Endotracheal (ETT) No. 5.5 non king,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3698,Endotracheal (ETT) No. 6 Unomedical,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3699,Endotracheal (ETT) No. 6.5 remedi,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3700,Endotracheal (ETT) No. 7 remedi,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3701,Endotracheal (ETT) No. 7 Summy,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3702,Endotracheal (ETT) No. 7.5 Summy,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3703,Endotracheal (ETT) No. 7.5 remedi,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3704,Endotracheal (ETT) No. 2,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3705,Endotracheal (ETT) No. 2.5 ,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3706,Endotracheal (ETT) No. 3,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3707,Endotracheal (ETT) No. 3.5,Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3708,Endotracheal (ETT) No. 7.5 (DNR),Medical Supplies & Devices,Medical Supply,Endotracheal,P-000
R-3709,Endure 420 Cida Stat,General Medicine,Other,Endure,P-000
R-3710,Enema Bag Ezem cat. 920,Medical Supplies & Devices,Medical Supply,Enema,P-000
R-3711,Enzymatic Cleaner 1 liter Orphee,General Medicine,Other,Enzymatic,P-000
R-3712,ESR Citrated Tubes @ 1000 PCS,Medical Supplies & Devices,Medical Supply,Esr,P-000
R-3713,Etching Gel,Dermatology & Topical,Cream/Topical,Etching,P-000
R-3714,Ethilon No.10-0 9003G,General Medicine,Other,Ethilon,P-000
R-3715,Eugenol,General Medicine,Other,Eugenol,P-000
R-3716,Eugenol Camex,Medical Supplies & Devices,Medical Supply,Eugenol,P-000
R-3717,Extended Life PD Transfer,Medical Supplies & Devices,Medical Supply,Extended,P-000
R-3718,Extention Tube 150cm,Medical Supplies & Devices,Medical Supply,Extention,P-000
R-3719,Extention Tube 50cm,Medical Supplies & Devices,Medical Supply,Extention,P-000
R-3720,Exterpatie / Barbed Broach Suenska,General Medicine,Other,Exterpatie,P-000
R-3721,Extran Neutral,General Medicine,Other,Extran,P-000
R-3722,Face Mask No. 4 (Medium),Medical Supplies & Devices,Medical Supply,Face,P-000
R-3723,Face Mask No. 5 (Large),Medical Supplies & Devices,Medical Supply,Face,P-000
R-3724,Feeding Tube Fr. 10 JMS (120 cm),Medical Supplies & Devices,Medical Supply,Feeding,P-000
R-3725,Feeding Tube Fr. 5 JMS (120 Cm),Medical Supplies & Devices,Medical Supply,Feeding,P-000
R-3726,Feeding Tube Fr. 8 JMS (120 Cm),Medical Supplies & Devices,Medical Supply,Feeding,P-000
R-3727,Feeding Tube Fr. 8 Terumo,Medical Supplies & Devices,Medical Supply,Feeding,P-000
R-3728,Feeding Tube Fr. 3,Medical Supplies & Devices,Medical Supply,Feeding,P-000
R-3729,Feeding Tube Fr. 5 Terumo,Medical Supplies & Devices,Medical Supply,Feeding,P-000
R-3730,Feeding Tube Fr. 5 Terumo (100cm),Medical Supplies & Devices,Medical Supply,Feeding,P-000
R-3731,FG Diamond Burs Studentkit,General Medicine,Other,Fg,P-000
R-3732,Filter Spirometry C-3F,Medical Supplies & Devices,Medical Supply,Filter,P-000
R-3733,First-Aid,General Medicine,Other,First,P-000
R-3734,Fixer Cair Fuji,General Medicine,Other,Fixer,P-000
R-3735,Fixer Cair Konica,General Medicine,Other,Fixer,P-000
R-3736,Folley Catheter 3 Way No. 24 Rusch,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3737,Folley Catheter 3 Way No.18,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3738,Folley Catheter 3 Way No.20 Shicon,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3739,Folley Catheter 3 Way No.22,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3740,Folley Catheter 3 Way No.24 Shicon,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3741,Folley Catheter No. 10 Vicom,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3742,Folley Catheter No. 12 Vicom,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3743,Folley Catheter No. 14 Vicom,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3744,Folley Catheter No. 16 Vicom,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3745,Folley Catheter No. 18 Vicom,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3746,Folley Catheter No. 20 vicom,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3747,Folley Catheter No. 22 Well Lead,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3748,Folley Catheter No. 22 Rusch,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3749,Folley Catheter No. 6 Rusch,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3750,Folley Catheter No. 6 Shicon,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3751,Folley Catheter No.10 Rusch,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3752,Folley Catheter No.12 Rusch,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3753,Folley Catheter No.14 Rusch,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3754,Folley Catheter No.16 Rusch,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3755,Folley Catheter No.18 Rusch,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3756,Folley Catheter No.20 Rusch,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3757,Folley Catheter No.24 Rusch,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3758,Folley Catheter No.8 Rusch,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3759,Folley Chateter No. 10 Shicon,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3760,Folley Chateter No. 12 Shicon,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3761,Folley Chateter No. 14 ,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3762,Folley Chateter No. 16 Well Lead,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3763,Folley Chateter No. 18,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3764,Folley Chateter No. 20 Well Lead,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3765,Folley Chateter No. 24 Shicon,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3766,Folley Chateter No. 8 Shicon,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3767,Folley Chateter No. 8 Vicom,Medical Supplies & Devices,Medical Supply,Folley,P-000
R-3768,Formalin,General Medicine,Tablet,Formalin,P-000
R-3769,Formalin Cair 3%,General Medicine,Other,Formalin,P-000
R-3770,Formalin Cair 30%,General Medicine,Other,Formalin,P-000
R-3771,Formalin Cair 40% / cc,General Medicine,Other,Formalin,P-000
R-3772,Fuji Varnish GC,General Medicine,Other,Fuji,P-000
R-3773,Gamma GT Dialab D 95604,General Medicine,Other,Gamma,P-000
R-3774,G-Bond GC,General Medicine,Other,G,P-000
R-3775,Gelas Cuci Mata,Medical Supplies & Devices,Medical Supply,Gelas,P-000
R-3776,Glass Ionomer / Fuji IX A2 15gr ,General Medicine,Other,Glass,P-000
R-3777,Glass ionomer / Fuji IX A3,General Medicine,Other,Glass,P-000
R-3778,Glicofil Lac 1 FR 479L AV,General Medicine,Other,Glicofil,P-000
R-3779,Glicofil Lac 1 FR458L AV,General Medicine,Other,Glicofil,P-000
R-3780,Glicofil Lac 2-0 CT FU 534L,General Medicine,Other,Glicofil,P-000
R-3781,Glicofil Lac 2-0 FU 440L AV,General Medicine,Other,Glicofil,P-000
R-3782,Glicofil Lac 2-0 FU 774LR AV,General Medicine,Other,Glicofil,P-000
R-3783,Glicofil Lac 2-0 FU 799L,General Medicine,Other,Glicofil,P-000
R-3784,Glicofil Lac 3-0 CT FV 533L,General Medicine,Other,Glicofil,P-000
R-3785,Glicofil Lac 4-0 CT FW515L,General Medicine,Other,Glicofil,P-000
R-3786,Glicofil Lac 4-0 FW 381,General Medicine,Other,Glicofil,P-000
R-3787,Glicofil Lac 4-0 FW 870,General Medicine,Other,Glicofil,P-000
R-3788,Glicofil Lac 5-0 CT FX 511L WAQ,General Medicine,Other,Glicofil,P-000
R-3789,Glicofil Lac 5-0 FX 489L WAQ,General Medicine,Other,Glicofil,P-000
R-3790,Glucose  Dialab,General Medicine,Other,Glucose,P-000
R-3791,Guedel No. 3 DNR,Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-3792,Guedel No. 0 Rusch,Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-3793,Guedel No. 1 Rusch,Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-3794,Guedel No. 2 Rusch,Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-3795,Guedel No. 3 Galemed,Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-3796,Guedel No. 3 Rusch,Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-3797,Guedel No. 4 DNR,Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-3798,Guedel No. 5 Rusch,Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-3799,Guedel No. 6 Rusch,Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-3800,Guedel No. 00 Rusch,Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-3801,Guedel No. 3 Portex,Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-3802,Guedel No. 4 Rusch,Medical Supplies & Devices,Medical Supply,Guedel,P-000
R-3803,Guide Wire 21 Inch 145cm,Medical Supplies & Devices,Medical Supply,Guide,P-000
R-3804,Gunting Angkat Jahitan Kecil BC 801 R,Medical Supplies & Devices,Medical Supply,Gunting,P-000
R-3805,Gunting Jaringan BC. 284 R Aesculap,Medical Supplies & Devices,Medical Supply,Gunting,P-000
R-3806,Gunting Tali Pusat ET. 150 R Aesculap,Medical Supplies & Devices,Medical Supply,Gunting,P-000
R-3807,Gunting Verban 18cm,Medical Supplies & Devices,Medical Supply,Gunting,P-000
R-3808,Gunting Verban BC 849 Aesculap,Medical Supplies & Devices,Medical Supply,Gunting,P-000
R-3809,Gunting Verban BC. 862 R Aesculap,Medical Supplies & Devices,Medical Supply,Gunting,P-000
R-3810,Gypsona 4 Inchi,General Medicine,Other,Gypsona,P-000
R-3811,Gypsona 6 Inchi BSN,General Medicine,Other,Gypsona,P-000
R-3812,H2 O2 3% / cc,General Medicine,Other,H,P-000
R-3813,H2 O2 30%,General Medicine,Other,H,P-000
R-3814,H2 O2 50%,General Medicine,Other,H,P-000
R-3815,Halogen Lamp Integra,Medical Supplies & Devices,Medical Supply,Halogen,P-000
R-3816,Handpiece F1 Spray 400ml,General Medicine,Other,Handpiece,P-000
R-3817,Handrub 3M 500 ml,General Medicine,Other,Handrub,P-000
R-3818,Handschoen No. 6.5 Lucky,General Medicine,Other,Handschoen,P-000
R-3819,Handschoen No. 7 Lucky,General Medicine,Other,Handschoen,P-000
R-3820,Handschoen No. 7.5 Lucky,General Medicine,Other,Handschoen,P-000
R-3821,Handschoen No. 8 Lucky,General Medicine,Other,Handschoen,P-000
R-3822,Handscoend Gynaecolog,General Medicine,Other,Handscoend,P-000
R-3823,Handscoend No. 6,General Medicine,Other,Handscoend,P-000
R-3824,Handscoend No. 6,General Medicine,Other,Handscoend,P-000
R-3825,Handscoend No. 6,General Medicine,Other,Handscoend,P-000
R-3826,Handscoend No. 6,General Medicine,Other,Handscoend,P-000
R-3827,Handscoend No. 7 Comfit,General Medicine,Other,Handscoend,P-000
R-3828,Handscoend No. 7 Surgipro,General Medicine,Other,Handscoend,P-000
R-3829,Handscoend No. 7 Vasco ,General Medicine,Other,Handscoend,P-000
R-3830,Handscoend No. 7 Vicom,General Medicine,Other,Handscoend,P-000
R-3831,Handscoend No. 7,General Medicine,Other,Handscoend,P-000
R-3832,Handscoend No. 7,General Medicine,Other,Handscoend,P-000
R-3833,Handscoend No. 7,General Medicine,Other,Handscoend,P-000
R-3834,Handscoend No. 7,General Medicine,Other,Handscoend,P-000
R-3835,Handscoend No. 8 Comfit,General Medicine,Other,Handscoend,P-000
R-3836,Handscoend No. 8 Safegloves,Medical Supplies & Devices,Other,Handscoend,P-000
R-3837,Handscoend No. 8 Vasco ,General Medicine,Other,Handscoend,P-000
R-3838,Handscoend No. 8 vicom,General Medicine,Other,Handscoend,P-000
R-3839,Handscoend uk. L Sensi,Medical Supplies & Devices,Medical Supply,Handscoend,P-000
R-3840,Handscoend uk. M Arista,Medical Supplies & Devices,Medical Supply,Handscoend,P-000
R-3841,Handscoend uk. M sensi,Medical Supplies & Devices,Medical Supply,Handscoend,P-000
R-3842,Handscoend uk. M Vasco,Medical Supplies & Devices,Medical Supply,Handscoend,P-000
R-3843,Handscoend uk. S Arista,Medical Supplies & Devices,Medical Supply,Handscoend,P-000
R-3844,Handscoend uk. S Sensi,Medical Supplies & Devices,Medical Supply,Handscoend,P-000
R-3845,Handscoend uk. S Vasco,Medical Supplies & Devices,Medical Supply,Handscoend,P-000
R-3846,Hansaplast biasa,General Medicine,Other,Hansaplast,P-000
R-3847,HBs Ag ACON,General Medicine,Other,Hbs,P-000
R-3848,HBs Ag Strip Acon/@ 50 pcs,Medical Supplies & Devices,Medical Supply,Hbs,P-000
R-3849,HBsAb Strip/@ 50 pcs,Medical Supplies & Devices,Medical Supply,Hbsab,P-000
R-3850,HBSAG STICK ACON,General Medicine,Other,Hbsag,P-000
R-3851,HCG STRIP ACON/@ 50 PCS,Medical Supplies & Devices,Medical Supply,Hcg,P-000
R-3852,HCg Test (Planotest)ACON,Medical Supplies & Devices,Other,Hcg,P-000
R-3853,HCV DEVICE/@ 40 pcs,Medical Supplies & Devices,Medical Supply,Hcv,P-000
R-3854,HDL Cholesterol 5x50ml Dialab,General Medicine,Other,Hdl,P-000
R-3855,Healcath No. 20G Harsoria,Medical Supplies & Devices,Medical Supply,Healcath,P-000
R-3856,Healcath No. 22G Harsoria,Medical Supplies & Devices,Medical Supply,Healcath,P-000
R-3857,Hemodialysis Pack,Medical Supplies & Devices,Medical Supply,Hemodialysis,P-000
R-3858,Hemospot Tulip (Ocult Blood) @ 50,General Medicine,Other,Hemospot,P-000
R-3859,Hibiscrub 5 ltr,General Medicine,Other,Hibiscrub,P-000
R-3860,Hi-Clean Spray (Gigi),General Medicine,Other,Hi,P-000
R-3861,HIV ACON (Seum Plasma),General Medicine,Other,Hiv,P-000
R-3862,HIV Tri-Dot 10 test,Medical Supplies & Devices,Medical Supply,Hiv,P-000
R-3863,Holder Pronto Quick BD,General Medicine,Other,Holder,P-000
R-3864,Hydrex 5 liter,General Medicine,Other,Hydrex,P-000
R-3865,Hydrex 500ml,General Medicine,Other,Hydrex,P-000
R-3866,Hypafix 10cm x 5m,General Medicine,Other,Hypafix,P-000
R-3867,Hypafix 15cm x 5m,General Medicine,Other,Hypafix,P-000
R-3868,Hypafix 20cm x 5m,General Medicine,Other,Hypafix,P-000
R-3869,Hypafix 5cm x 1m,Medical Supplies & Devices,Medical Supply,Hypafix,P-000
R-3870,Hypafix 5cm x 5m,General Medicine,Other,Hypafix,P-000
R-3871,Ilyte Daily Cleaning,General Medicine,Other,Ilyte,P-000
R-3872,Ilyte Quality Control,General Medicine,Other,Ilyte,P-000
R-3873,Ilyte Solution Kit Na/K/Cl,General Medicine,Other,Ilyte,P-000
R-3874,Imersion oil,General Medicine,Other,Imersion,P-000
R-3875,Indicator Strip Steam 250 pcs,Medical Supplies & Devices,Medical Supply,Indicator,P-000
R-3876,Infus Set Anak AMS,Medical Supplies & Devices,Medical Supply,Infus,P-000
R-3877,Infus Set Anak Avico,Medical Supplies & Devices,Medical Supply,Infus,P-000
R-3878,Infus Set Dewasa AMS,Medical Supplies & Devices,Medical Supply,Infus,P-000
R-3879,Infus Set Dewasa Avico,Medical Supplies & Devices,Medical Supply,Infus,P-000
R-3880,Infus set Macro Otsuka OI-24,Medical Supplies & Devices,Medical Supply,Infus,P-000
R-3881,Infus Set Makrodip ,Medical Supplies & Devices,Medical Supply,Infus,P-000
R-3882,Infus Set Makrodip Avico,Medical Supplies & Devices,Medical Supply,Infus,P-000
R-3883,Infus Set Makrodip Vicom,Medical Supplies & Devices,Medical Supply,Infus,P-000
